Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty
TCS,EQ,30-Dec-15,2455.8,2453.05,2459,2412.3,2421.7,2418.3,2442.06,802881,1960681997,49464,632180,78.74
TCS,EQ,31-Dec-15,2418.3,2415.75,2448.5,2407.5,2430,2436.85,2428.9,620159,1506302587,42600,400391,64.56
INFY,EQ,1-Jan-15,1972.55,1968.95,1982,1956.9,1971,1974.4,1971.34,500691,987030556.4,14908,258080,51.54
INFY,EQ,2-Jan-15,1974.4,1972,2019.05,1972,2017.95,2013.2,2003.25,1694580,3394668524,54166,1249104,73.71
INFY,EQ,5-Jan-15,2013.2,2009.9,2030,1977.5,1996,1995.9,2004.59,2484256,4979910938,82694,1830962,73.7
INFY,EQ,6-Jan-15,1995.9,1980,1985,1934.1,1965.1,1954.2,1954.82,2416829,4724458454,108209,1772070,73.32
INFY,EQ,7-Jan-15,1954.2,1965,1974.75,1950,1966.05,1963.55,1962.59,1812479,3557161837,62463,1317720,72.7
INFY,EQ,8-Jan-15,1963.55,1985.6,1997,1950,1979.25,1973.45,1972.78,3391230,6690160291,92752,2686012,79.2
INFY,EQ,9-Jan-15,1973.45,1980.1,2109,1913.05,2075.3,2074.45,2037.69,11215832,22854388870,359214,3369489,30.04
INFY,EQ,12-Jan-15,2074.45,2092,2119.2,2075,2112.95,2115.95,2099.4,3189722,6696515951,107209,1818800,57.02
INFY,EQ,13-Jan-15,2115.95,2107.8,2107.8,2075,2092,2088.9,2089.42,2200309,4597373807,66676,1385009,62.95
INFY,EQ,14-Jan-15,2088.9,2098.5,2133,2092.6,2129,2128.65,2110.88,2480315,5235637593,53263,1832958,73.9
INFY,EQ,15-Jan-15,2128.65,2135.2,2152.8,2112.25,2130,2134.25,2137.46,2085613,4457910971,48882,1410992,67.65
INFY,EQ,16-Jan-15,2134.25,2148,2160,2112,2115,2118.3,2125.77,1672740,3555858248,63848,1254004,74.97
INFY,EQ,19-Jan-15,2118.3,2120,2132.35,2094.6,2105,2102.5,2104.55,1021936,2150712821,62963,673948,65.95
INFY,EQ,20-Jan-15,2102.5,2107,2133,2101.45,2119.2,2124.2,2118.16,1701126,3603258362,66871,1284137,75.49
INFY,EQ,21-Jan-15,2124.2,2131.5,2175.95,2118,2172,2169.9,2148.41,2123727,4562627715,82679,1394125,65.65
INFY,EQ,22-Jan-15,2169.9,2174.8,2203,2161.3,2194.95,2196.45,2193.1,2489599,5459951318,82961,1879561,75.5
INFY,EQ,23-Jan-15,2196.45,2200,2225,2165.1,2211.9,2215.05,2194.58,2371582,5204623923,78929,1622130,68.4
INFY,EQ,27-Jan-15,2215.05,2221,2221,2130.1,2137.55,2136.5,2146.45,3434992,7373022314,117167,2765575,80.51
INFY,EQ,28-Jan-15,2136.5,2150,2154.8,2130.3,2144.45,2144.55,2144.31,3283589,7041041024,99134,2313485,70.46
INFY,EQ,29-Jan-15,2144.55,2145,2149.9,2127.6,2147.8,2145.5,2141.67,3842356,8229076404,79209,2797911,72.82
INFY,EQ,30-Jan-15,2145.5,2161.5,2162.55,2126.95,2141.85,2141.9,2144.44,2708436,5808066199,99180,2093132,77.28
INFY,EQ,2-Feb-15,2141.9,2141.5,2152,2126.05,2137,2136.85,2142.8,2175635,4661957849,47871,1641719,75.46
INFY,EQ,3-Feb-15,2136.85,2136.85,2139.95,2102,2124,2120.9,2117.92,1316489,2788217030,64490,821456,62.4
INFY,EQ,4-Feb-15,2120.9,2139.9,2150,2126.4,2143.8,2142.85,2142.92,1290004,2764378328,49317,889211,68.93
INFY,EQ,5-Feb-15,2142.85,2150.8,2220,2148,2186,2193.8,2189.61,2968984,6500911821,112707,2025011,68.21
INFY,EQ,6-Feb-15,2193.8,2205,2247.8,2188.5,2228,2230.5,2229.51,1863432,4154533923,79072,1073921,57.63
INFY,EQ,9-Feb-15,2230.5,2200,2254,2200,2245,2248.9,2238.75,1634217,3658597287,96994,1074815,65.77
INFY,EQ,10-Feb-15,2248.9,2243,2298,2241,2268,2278.3,2270.89,2129230,4835242360,84805,1385146,65.05
INFY,EQ,11-Feb-15,2278.3,2280.5,2293.2,2256.25,2287.8,2284.85,2279.82,1449243,3304009087,58510,962023,66.38
INFY,EQ,12-Feb-15,2284.85,2283,2321.95,2273,2309.9,2311.2,2301.63,1571884,3617897322,66827,995751,63.35
INFY,EQ,13-Feb-15,2311.2,2299.6,2326.7,2286,2294,2296.1,2303.89,1414379,3258571860,46058,952136,67.32
INFY,EQ,16-Feb-15,2296.1,2280.3,2306.9,2265.25,2282,2278.75,2282.89,1561069,3563751257,90275,1066397,68.31
INFY,EQ,18-Feb-15,2278.75,2290.55,2304.95,2258.15,2292.05,2296.5,2282.33,2153441,4914857083,64543,1705768,79.21
INFY,EQ,19-Feb-15,2296.5,2294,2334,2292.05,2323.2,2324.7,2322.17,2418406,5615938341,61974,1750981,72.4
INFY,EQ,20-Feb-15,2324.7,2328.5,2336,2276.9,2280.5,2283.1,2298.14,1742907,4005441311,70405,1271861,72.97
INFY,EQ,23-Feb-15,2283.1,2300,2309.2,2248.1,2265,2265.6,2285.41,1272622,2908460735,76169,871774,68.5
INFY,EQ,24-Feb-15,2265.6,2279,2295.95,2257.6,2270.2,2272.8,2281.14,1609419,3671313825,65245,999155,62.08
INFY,EQ,25-Feb-15,2272.8,2288.9,2334.8,2280,2314,2317.6,2316.82,1511243,3501281668,60669,913751,60.46
INFY,EQ,26-Feb-15,2317.6,2307.5,2309,2245.4,2259.65,2258.1,2271.59,1611444,3660544074,80377,993005,61.62
INFY,EQ,27-Feb-15,2258.1,2274.9,2280.65,2251.5,2268.7,2265.75,2268.66,1950269,4424491186,74540,1341127,68.77
INFY,EQ,28-Feb-15,2265.75,2274.75,2307.9,2256.2,2298,2296.45,2281.05,799334,1823319896,35786,305895,38.27
INFY,EQ,2-Mar-15,2296.45,2303,2308.5,2278.05,2287.5,2291.7,2290.03,1760248,4031020876,88257,1243988,70.67
INFY,EQ,3-Mar-15,2291.7,2290,2302.95,2278.3,2298,2297.85,2293.39,1226388,2812587067,63082,830415,67.71
INFY,EQ,4-Mar-15,2297.85,2300,2313.9,2251.9,2275,2274.65,2286.19,1093807,2500652736,54424,662741,60.59
INFY,EQ,5-Mar-15,2274.65,2267.05,2298.75,2233.35,2249,2247.6,2257.52,1421229,3208455383,52033,958567,67.45
INFY,EQ,9-Mar-15,2247.6,2259,2259,2179,2188,2190.05,2201.32,1996180,4394234758,88526,1390422,69.65
INFY,EQ,10-Mar-15,2190.05,2198.1,2206.95,2160.2,2200,2198,2197.19,1582479,3477001163,84918,1117333,70.61
INFY,EQ,11-Mar-15,2198,2194.1,2240,2169.1,2179.9,2182.2,2206.92,1695228,3741231837,78278,1042916,61.52
INFY,EQ,12-Mar-15,2182.2,2179,2226.45,2177,2215.05,2218.3,2209.4,1422141,3142073181,53839,984067,69.2
INFY,EQ,13-Mar-15,2218.3,2225,2230,2192.4,2220,2220.4,2213.76,1544921,3420086790,70363,1004099,64.99
INFY,EQ,16-Mar-15,2220.4,2210.55,2282,2210.55,2261,2266.65,2256.43,1704658,3846441862,72855,1183185,69.41
INFY,EQ,17-Mar-15,2266.65,2266.65,2279.5,2217.25,2245,2240.5,2244.71,1384828,3108540000,61599,821180,59.3
INFY,EQ,18-Mar-15,2240.5,2254.5,2262.85,2222.55,2233,2229.5,2238.36,1226391,2745099823,58126,802850,65.46
INFY,EQ,19-Mar-15,2229.5,2234.6,2249,2222.75,2230.65,2230.45,2231.73,1722935,3845130188,72890,1116497,64.8
INFY,EQ,20-Mar-15,2230.45,2241,2268.9,2232.95,2263.55,2257.45,2255.17,1607724,3625697619,61559,1119622,69.64
INFY,EQ,23-Mar-15,2257.45,2253,2275,2225.5,2236,2233.45,2244.84,1269675,2850217856,67428,881631,69.44
INFY,EQ,24-Mar-15,2233.45,2234.9,2253.4,2206,2215.2,2211.45,2224.27,1684133,3745965785,43962,1219937,72.44
INFY,EQ,25-Mar-15,2211.45,2222.9,2229.15,2200.75,2222.8,2219.1,2214.43,1542742,3416298157,105633,1101312,71.39
INFY,EQ,26-Mar-15,2219.1,2208,2214.9,2132,2163,2146.35,2156.88,3935210,8487760947,131427,2896200,73.6
INFY,EQ,27-Mar-15,2146.35,2164,2224.7,2163,2202,2202.15,2203.42,2518555,5549435088,72286,1560069,61.94
INFY,EQ,30-Mar-15,2202.15,2205.6,2240,2194.9,2239.85,2228,2217.09,1155772,2562453104,52162,767169,66.38
INFY,EQ,31-Mar-15,2228,2245,2273.65,2204.35,2215.1,2218.35,2222.1,2004103,4453315920,92432,1354814,67.6
INFY,EQ,1-Apr-15,2218.35,2198.9,2199.5,2157.7,2171,2173.95,2171.15,1684622,3657560037,90934,1187902,70.51
INFY,EQ,6-Apr-15,2173.95,2179,2184.7,2160.4,2179.95,2178.2,2171.24,1935438,4202294186,54198,1529651,79.03
INFY,EQ,7-Apr-15,2178.2,2175,2182.8,2138,2161,2159.5,2160.92,2135567,4614786256,71104,1610234,75.4
INFY,EQ,8-Apr-15,2159.5,2182.5,2204.9,2173.05,2200,2200.55,2191.4,2546394,5580179493,84366,2009389,78.91
INFY,EQ,9-Apr-15,2200.55,2211.4,2218.9,2184.4,2212,2215,2202.96,2645387,5827671747,65171,2202202,83.25
INFY,EQ,10-Apr-15,2215,2210.2,2238,2210.2,2228.75,2233.95,2229.87,1780944,3971279957,55733,1315996,73.89
INFY,EQ,13-Apr-15,2233.95,2238,2244,2216.1,2231,2238.8,2235.7,1218084,2723274134,44676,779253,63.97
INFY,EQ,15-Apr-15,2238.8,2236.5,2245,2195.05,2217.95,2213.7,2214.16,1559446,3452862597,58780,1065709,68.34
INFY,EQ,16-Apr-15,2213.7,2222,2231,2160.5,2196.9,2194.65,2183.51,2251953,4917164807,55664,1280673,56.87
INFY,EQ,17-Apr-15,2194.65,2180.05,2194.95,2153.45,2180,2179.25,2177.13,1612579,3510786628,38470,1140905,70.75
INFY,EQ,20-Apr-15,2179.25,2176,2180,2115.15,2129.5,2132.15,2130.87,3206346,6832298664,77890,2286819,71.32
INFY,EQ,21-Apr-15,2132.15,2148,2155.1,2120.1,2142.6,2142.6,2137.25,2220412,4745571561,55322,1508882,67.96
INFY,EQ,22-Apr-15,2142.6,2151.05,2155,2097.95,2137.95,2137.7,2125.66,3087746,6563482786,95691,2469267,79.97
INFY,EQ,23-Apr-15,2137.7,2148.7,2150,2112,2121.05,2122,2124.89,2972950,6317195719,96511,2173821,73.12
INFY,BL,24-Apr-15,2200,2136.1,2136.1,2136.1,2136.1,2136.1,2136.1,632000,1350015200,1,632000,100
INFY,EQ,24-Apr-15,2122,2135.9,2150.2,1980,1993,1995.2,2070.28,10891363,22548139448,317809,4101422,37.66
INFY,EQ,27-Apr-15,1995.2,2000,2002,1948.1,1984.85,1984.65,1972.71,4955660,9776101992,191419,3423734,69.09
INFY,EQ,28-Apr-15,1984.65,1982,1982,1952,1956.9,1960.9,1962.59,2598375,5099538669,105935,1951359,75.1
INFY,EQ,29-Apr-15,1960.9,1960.9,1972,1937.95,1963,1961.15,1954.65,2072264,4050550196,83132,1435649,69.28
INFY,EQ,30-Apr-15,1961.15,1960,1965,1932.3,1943.5,1942.25,1943.45,3283565,6381450710,97827,2471787,75.28
INFY,EQ,4-May-15,1942.25,1959.5,2000,1949.9,1992.25,1993.1,1970.92,3340398,6583671560,112574,2455960,73.52
INFY,EQ,5-May-15,1993.1,2000,2003.7,1952.05,1964.5,1962.75,1970.79,2352129,4635543851,133092,1723835,73.29
INFY,EQ,6-May-15,1962.75,1975,1975,1915.3,1924,1922.05,1931.49,2627102,5074233991,94364,1893805,72.09
INFY,EQ,7-May-15,1922.05,1922,1967.1,1910,1940,1944,1942.88,1694996,3293172516,68774,920685,54.32
INFY,EQ,8-May-15,1944,1958,1967.55,1945.25,1962.1,1957.95,1956.49,1444419,2825994395,60514,1039019,71.93
INFY,EQ,11-May-15,1957.95,1965,2000,1952.2,1995.95,1993.65,1980.94,1196378,2369955758,54180,780920,65.27
INFY,EQ,12-May-15,1993.65,1993.65,1994.6,1942,1946.9,1947.1,1954.77,2071223,4048763184,88184,1594221,76.97
INFY,EQ,13-May-15,1947.1,1951.75,1964.9,1928.5,1957.65,1956.7,1949.12,1774771,3459240022,55815,1134772,63.94
INFY,EQ,14-May-15,1956.7,1960,1960.8,1908,1935,1934.8,1929.44,1558461,3006959163,82817,1061424,68.11
INFY,EQ,15-May-15,1934.8,1935,1966.6,1932.3,1958.9,1961.75,1952.36,1297336,2532866454,78808,942026,72.61
INFY,EQ,18-May-15,1961.75,1970,1998.9,1961.6,1997,1993.05,1981.93,1617494,3205766129,72296,1302884,80.55
INFY,EQ,19-May-15,1993.05,1987.3,2035.7,1986,2022.2,2022.35,2016.44,2568019,5178250883,73141,1648122,64.18
INFY,EQ,20-May-15,2022.35,2040,2052,2033.6,2049.9,2047.3,2045.73,1470547,3008337279,63706,1097201,74.61
INFY,EQ,21-May-15,2047.3,2048.9,2061.9,2037.25,2048,2048.45,2046.72,2514828,5147155556,99082,2145570,85.32
INFY,EQ,22-May-15,2048.45,2044,2051.55,2030.1,2041.9,2046.45,2043.07,1722206,3518585689,78526,1238289,71.9
INFY,EQ,25-May-15,2046.45,2050.5,2056.55,2007.05,2021,2016.8,2029.47,1168952,2372348161,62183,816181,69.82
INFY,EQ,26-May-15,2016.8,2020,2031.45,2002.15,2006,2007.3,2015.66,991260,1998042102,37399,708879,71.51
INFY,EQ,27-May-15,2007.3,2007,2009,1955,1973,1968.5,1966.93,2113677,4157452380,114474,1609349,76.14
INFY,EQ,28-May-15,1968.5,1975.2,2032,1975.2,2000,2016.6,2000.26,2745135,5490996904,97941,2013171,73.34
INFY,EQ,29-May-15,2016.6,2004.85,2056.45,2001,2029.8,2023.15,2024.5,4748261,9612868995,121421,3809831,80.24
INFY,EQ,1-Jun-15,2023.15,2032.8,2064,2023.25,2042,2047.8,2048.1,1431223,2931284913,62717,1029588,71.94
INFY,EQ,2-Jun-15,2047.8,2048.1,2055.1,2005,2013,2008.65,2018.63,1168285,2358331816,67384,793960,67.96
INFY,EQ,3-Jun-15,2008.65,2018.2,2039.45,2008,2032,2020.9,2019.78,1373949,2775067935,50402,824814,60.03
INFY,EQ,4-Jun-15,2020.9,2030,2055,2012.6,2028.1,2028.05,2036.59,1872366,3813250263,98562,1395596,74.54
INFY,EQ,5-Jun-15,2028.05,2030,2044,2008.15,2011.5,2011.65,2020.89,1531447,3094883382,61438,1014160,66.22
INFY,EQ,8-Jun-15,2011.65,2020,2024.65,1987,2002,2000.05,2000.16,1535262,3070769017,59889,1161814,75.68
INFY,EQ,9-Jun-15,2000.05,2003.75,2007.65,1983,1990.55,1992.1,1992.62,1890435,3766911108,81812,1549457,81.96
INFY,EQ,10-Jun-15,1992.1,1990,2039.35,1985,2027,2026.5,2012.03,1596460,3212123214,76174,1040342,65.17
INFY,EQ,11-Jun-15,2026.5,2035.95,2044.75,1995.05,2000,1997.65,2010.91,2307366,4639906733,69953,1541863,66.82
INFY,EQ,12-Jun-15,1997.65,2005,2025.55,1955.5,1978.05,1975.05,1991.32,2463231,4905085618,104931,1463562,59.42
INFY,EQ,15-Jun-15,1975.05,976.95,998.8,968,994,990.45,990.17,2618213,2592486854,84843,1444754,55.18
INFY,EQ,16-Jun-15,990.45,994.35,1003,985,998,999.35,995.31,2611722,2599482811,75473,1962337,75.14
INFY,EQ,17-Jun-15,999.35,1011,1021,992.2,997.2,995.7,1002.05,3206034,3212615218,73928,1703033,53.12
INFY,EQ,18-Jun-15,995.7,1005.6,1007.95,995.8,1000.05,1001.95,1001.7,1737213,1740163420,40621,1143722,65.84
INFY,EQ,19-Jun-15,1001.95,1010.3,1010.4,993.1,997,995.35,998.9,3335229,3331553919,97129,2599496,77.94
INFY,EQ,22-Jun-15,995.35,1004.9,1028.75,997,1022.7,1023.85,1011.41,2855434,2888003447,133708,1721657,60.29
INFY,EQ,23-Jun-15,1023.85,1025,1027.4,998.15,1001.45,1000.4,1004.3,3476058,3490994517,119559,2467215,70.98
INFY,EQ,24-Jun-15,1000.4,1015,1015,991.2,995.1,995.1,1002,3536847,3543930987,74881,2630595,74.38
INFY,EQ,25-Jun-15,995.1,999.2,1003.5,987.65,993.35,990.45,993.86,3558733,3536892263,75358,2394368,67.28
INFY,EQ,26-Jun-15,990.45,999,1011.6,998.1,1005.9,1005.25,1005.91,2660142,2675854600,63866,1712608,64.38
INFY,EQ,29-Jun-15,1005.25,987,999.5,982.5,990.4,990.15,989.98,2845334,2816829754,76492,2125823,74.71
INFY,EQ,30-Jun-15,990.15,990,993.45,980,987.5,984.35,986.73,3106265,3065047324,71225,2281573,73.45
INFY,EQ,1-Jul-15,984.35,989,1005,986,998.95,997.4,995.12,3440426,3423647679,80010,2461395,71.54
INFY,EQ,2-Jul-15,997.4,999,1001.4,985.05,988.5,988,989.52,2003784,1982777631,78544,1336220,66.68
INFY,EQ,3-Jul-15,988,988,993,982,990.4,990.3,989.7,1347653,1333778443,35728,855211,63.46
INFY,EQ,6-Jul-15,990.3,985,988,975,981.75,983.3,981.33,2152801,2112607723,60404,1475832,68.55
INFY,EQ,7-Jul-15,983.3,985,990,979,981,980.5,985,1748709,1722475961,58985,1256080,71.83
INFY,EQ,8-Jul-15,980.5,979,979,954.8,957.45,957.5,962.49,3512089,3380333779,109474,2565864,73.06
INFY,EQ,9-Jul-15,957.5,957.5,966,934.05,940.25,938,942.64,4293886,4047609151,138299,2935843,68.37
INFY,EQ,10-Jul-15,938,948.1,952.1,932.65,935.5,937.5,941.18,3705761,3487806639,134681,2959698,79.87
INFY,EQ,13-Jul-15,937.5,941,955,934.05,950.6,950.15,945.97,3265884,3089416555,84133,2399679,73.48
INFY,EQ,14-Jul-15,950.15,955,973.5,945.5,970,971.25,961.36,2683537,2579856182,76138,1776741,66.21
INFY,EQ,15-Jul-15,971.25,970,985.95,968,984.45,984,980.66,2064783,2024840507,74801,1311520,63.52
INFY,EQ,16-Jul-15,984,987.7,991.5,979.5,990,989.05,987.36,1736469,1714517983,52615,995275,57.32
INFY,EQ,17-Jul-15,989.05,991,1004.5,989.1,999.75,1001.85,997.46,1723989,1719615242,59447,1003912,58.23
INFY,EQ,20-Jul-15,1001.85,1001.4,1010.8,987.4,997,1001.25,998.95,2188590,2186285827,74145,1054982,48.2
INFY,EQ,21-Jul-15,1001.25,1035,1149,1035,1116.35,1112.65,1099.62,19155056,21063364548,408583,9575992,49.99
INFY,EQ,22-Jul-15,1112.65,1105,1112,1076.65,1100,1103.15,1100.68,6332830,6970413691,221999,3840750,60.65
INFY,EQ,23-Jul-15,1103.15,1103.95,1117,1090,1094.45,1098,1106.23,3855374,4264915293,166660,2123663,55.08
INFY,EQ,24-Jul-15,1098,1095.55,1106.45,1083.1,1088,1087.6,1090.71,2240151,2443351940,100221,1424342,63.58
INFY,EQ,27-Jul-15,1087.6,1086.9,1087.95,1060.45,1065,1065.3,1073.34,3376122,3623721353,175039,2443586,72.38
INFY,EQ,28-Jul-15,1065.3,1068.5,1076,1054.25,1066.1,1062.85,1066.58,4238301,4520496075,150481,2952854,69.67
INFY,EQ,29-Jul-15,1062.85,1074,1092,1065,1086,1085.4,1082.68,3535667,3828008081,82510,2422852,68.53
INFY,EQ,30-Jul-15,1085.4,1090,1090,1058,1073.85,1070,1077.44,5978299,6441243728,122143,4349077,72.75
INFY,EQ,31-Jul-15,1070,1078.55,1081.35,1060,1078.5,1077.05,1071.55,3965506,4249228755,108976,2869410,72.36
INFY,EQ,3-Aug-15,1077.05,1078,1092,1068.95,1075,1078.95,1078.29,3980506,4292139083,85130,3021847,75.92
INFY,EQ,4-Aug-15,1078.95,1078,1078.95,1051,1058.55,1057.25,1061.33,4549527,4828549680,139666,3264905,71.76
INFY,EQ,5-Aug-15,1057.25,1062,1090,1061.95,1086.65,1086.35,1080.81,2376738,2568814074,70472,1514838,63.74
INFY,EQ,6-Aug-15,1086.35,1094,1105.5,1077,1088,1086.95,1089.08,3619126,3941508986,94093,2240358,61.9
INFY,EQ,7-Aug-15,1086.95,1079.5,1101,1078.5,1096.5,1095.6,1095.84,2494029,2733064426,99571,1729315,69.34
INFY,EQ,10-Aug-15,1095.6,1098,1106.35,1067,1091,1086,1094.07,1996377,2184169819,55130,1297347,64.99
INFY,EQ,11-Aug-15,1086,1098.8,1116.9,1095.7,1115,1109.15,1105.55,3787203,4186948059,122276,2697765,71.23
INFY,EQ,12-Aug-15,1109.15,1115,1149,1111,1141,1144.4,1137.15,5084220,5781511942,186856,3807473,74.89
INFY,EQ,13-Aug-15,1144.4,1147,1166.85,1055.55,1155.35,1158,1155.49,4893980,5654928106,128074,3469113,70.89
INFY,EQ,14-Aug-15,1158,1165,1168.7,1143.1,1148.45,1149.25,1157.9,2554533,2957892577,87830,1592415,62.34
INFY,EQ,17-Aug-15,1149.25,1150,1153.45,1122.5,1141.1,1142.15,1136.37,1553718,1765591232,50967,678282,43.66
INFY,EQ,18-Aug-15,1142.15,1150,1177.7,1150,1162.5,1164.35,1167.25,2075223,2422304913,103875,918470,44.26
INFY,EQ,19-Aug-15,1164.35,1170,1186.2,1162.8,1174.95,1175.55,1176.36,3434759,4040513416,92901,2353219,68.51
INFY,EQ,20-Aug-15,1175.55,1159,1168.5,1128,1140.9,1134.55,1140.09,4184557,4770761082,100655,2703228,64.6
INFY,EQ,21-Aug-15,1134.55,1140.9,1160.95,1117.5,1143.9,1149.9,1145.35,5411071,6197560617,118867,3331403,61.57
INFY,EQ,24-Aug-15,1149.9,1109.95,1123,1078.6,1088.8,1092.05,1107.29,7061342,7818945727,161508,4761350,67.43
INFY,EQ,25-Aug-15,1092.05,1100,1119,1044.5,1088,1085.65,1085.15,6867539,7452313810,153510,4834585,70.4
INFY,EQ,26-Aug-15,1085.65,1089.8,1097,1059,1066.25,1064.6,1077.22,5749106,6193033242,116990,4076370,70.9
INFY,EQ,27-Aug-15,1064.6,1088,1100.1,1078.05,1084,1082.8,1085.94,7671696,8330972041,139887,5605100,73.06
INFY,EQ,28-Aug-15,1082.8,1101.6,1124.9,1101.6,1114.4,1111.05,1114.78,3604410,4018120272,92660,2090906,58.01
INFY,EQ,31-Aug-15,1111.05,1134.85,1134.85,1082.5,1097.3,1094.4,1098.12,4958532,5445048323,112811,3332453,67.21
INFY,EQ,1-Sep-15,1094.4,1090,1114.6,1082,1086.95,1089,1099.86,4535775,4988709110,144963,3052400,67.3
INFY,EQ,2-Sep-15,1089,1098,1115,1090,1102,1099.45,1102.46,5585915,6158267847,127845,3245263,58.1
INFY,EQ,3-Sep-15,1099.45,1110.15,1112,1092.5,1100.3,1099.35,1100.92,4295268,4728764107,77626,3197225,74.44
INFY,EQ,4-Sep-15,1099.35,1103,1111,1067,1074.9,1073.95,1079.25,3659444,3949456565,100163,2171981,59.35
INFY,EQ,7-Sep-15,1073.95,1084.95,1085,1055,1058.2,1058.75,1065.12,2590494,2759194352,81606,1495175,57.72
INFY,EQ,8-Sep-15,1058.75,1062,1074,1052.3,1062.6,1058.8,1063.17,2729748,2902178636,78414,1742021,63.82
INFY,EQ,9-Sep-15,1058.8,1087.1,1099.6,1072,1087.5,1088.7,1088.69,4574332,4980040937,116781,2880608,62.97
INFY,EQ,10-Sep-15,1088.7,1084.9,1091.5,1061,1080,1080.45,1079.95,4181502,4515821660,113306,2688024,64.28
INFY,EQ,11-Sep-15,1080.45,1091.55,1106.4,1085.5,1091.9,1090.75,1095.18,4941905,5412265896,106420,3503104,70.89
INFY,EQ,14-Sep-15,1090.75,1099,1104,1082.65,1100,1099.75,1095.4,3278538,3591310758,68749,2338742,71.33
INFY,EQ,15-Sep-15,1099.75,1099.4,1103.2,1088.15,1098,1099.2,1098.21,2645943,2905803864,76986,1691768,63.94
INFY,EQ,16-Sep-15,1099.2,1108,1109.75,1098.3,1101,1101.65,1102.88,3739120,4123798313,75566,2778140,74.3
INFY,EQ,18-Sep-15,1101.65,1111.8,1117.9,1099.05,1101.3,1104.45,1109.16,5788438,6420302313,99715,4400002,76.01
INFY,EQ,21-Sep-15,1104.45,1100,1108.85,1092.5,1103.95,1104.65,1102.63,2175617,2398899362,58851,1416700,65.12
INFY,EQ,22-Sep-15,1104.65,1115,1135.95,1101.1,1104.4,1107.45,1123.16,4813493,5406315826,125741,3149589,65.43
INFY,EQ,23-Sep-15,1107.45,1107.45,1126.35,1097.45,1117,1116.25,1113.63,2379127,2649467639,57336,1230658,51.73
INFY,EQ,24-Sep-15,1116.25,1113.5,1152.7,1110,1141.25,1140.55,1138.27,6699631,7626005048,172169,4696664,70.1
INFY,EQ,28-Sep-15,1140.55,1139.95,1142.85,1101,1106.2,1105.55,1114.37,4894232,5453974745,125955,3334033,68.12
INFY,EQ,29-Sep-15,1105.55,1102,1133.4,1097.5,1117,1121.85,1119.84,4349685,4870966739,101045,2368692,54.46
INFY,EQ,30-Sep-15,1121.85,1134.4,1168.95,1125.95,1157,1161.95,1151.23,4747846,5465842643,111323,3106382,65.43
INFY,EQ,1-Oct-15,1161.95,1169.9,1197.75,1160,1173.05,1173.05,1179.45,5432197,6406992205,141361,3243441,59.71
INFY,EQ,5-Oct-15,1173.05,1173,1189.35,1162,1181.1,1181.75,1176.75,3440880,4049050302,124032,2048583,59.54
INFY,EQ,6-Oct-15,1181.75,1187.05,1192.55,1148.1,1157,1154.6,1160.82,4355940,5056464091,159201,2862268,65.71
INFY,EQ,7-Oct-15,1154.6,1156,1168.75,1128.45,1139,1133.2,1147.22,4591244,5267146098,140151,3368903,73.38
INFY,EQ,8-Oct-15,1133.2,1136.4,1149.6,1126.05,1132.7,1132.15,1136.18,4540437,5158746113,166680,3316675,73.05
INFY,EQ,9-Oct-15,1132.15,1136,1172.9,1136,1170.9,1167.4,1154.34,5891069,6800309814,172120,3660285,62.13
INFY,EQ,12-Oct-15,1167.4,1199,1219.8,1109,1122.9,1122.9,1145.31,15202485,17411498956,347437,5258181,34.59
INFY,EQ,13-Oct-15,1122.9,1107.45,1111,1085.2,1098.1,1099.4,1097.14,7663431,8407859526,286593,4019557,52.45
INFY,EQ,14-Oct-15,1099.4,1091.45,1115.55,1087.2,1096,1097.6,1104.2,4432755,4894629064,158291,2478570,55.91
INFY,EQ,15-Oct-15,1097.6,1099.9,1104.35,1089.1,1096.9,1097.35,1096.26,4127833,4525182630,184169,2599954,62.99
INFY,EQ,16-Oct-15,1097.35,1099,1101.4,1090,1093,1094.9,1094.85,3209496,3513919100,74364,1874068,58.39
INFY,EQ,19-Oct-15,1094.9,1102,1116,1100.5,1114.7,1111.95,1109.22,3673747,4074985829,128555,2537719,69.08
INFY,EQ,20-Oct-15,1111.95,1113,1130,1110.6,1126.3,1125.95,1121.86,4394155,4929630466,101555,3233998,73.6
INFY,EQ,21-Oct-15,1125.95,1125,1146.85,1125,1137.5,1138.4,1137.86,3639049,4140724665,89639,2309832,63.47
INFY,EQ,23-Oct-15,1138.4,1141.8,1153,1125.1,1149,1149.9,1141.35,3016681,3443080808,117698,1806303,59.88
INFY,EQ,26-Oct-15,1149.9,1154,1158.5,1143.15,1150,1152.15,1150.88,1597971,1839079238,82222,801160,50.14
INFY,EQ,27-Oct-15,1152.15,1150,1155,1144.1,1147.35,1149.4,1149.74,2631874,3025971573,79833,1878077,71.36
INFY,EQ,28-Oct-15,1149.4,1144.5,1158,1139,1155.1,1153.2,1147.14,2627736,3014378474,95707,1841598,70.08
INFY,EQ,29-Oct-15,1153.2,1153.1,1155.9,1136.05,1142.25,1145.05,1143.62,2943662,3366420196,74479,2045021,69.47
